quarter,year,ID,collectors,date,day_no,x,y,trap_malfunction,trap_malfunction_reason,animal,recap,tag_id,genus,species,total_weight,bag_weight,animal_weight,life_stage,reproduction,sex,body_length,tail_length,tuft_length,foot_length,ear_length,ticks_total,ticks_yn,ticks_adult,ticks_larvae,hair,fecal,torn_ear,escaped,tissue,comments,dead,no_tag,no_tag_reason,tag_no,tag_no_new,tag_prefix,tag_id_new,date_dist,trap_dist,FE_startdate,FE_datediff,date_dist_no,tag_prefix_new,FEtag_change,new_tag,n,tag_group,tag_no_prefix,tag_id_change
winter,2012,2012-A,Chris,2012-03-07,3,100,220,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,100,240,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,100,260,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,120,40,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,220.90722034374522,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,120,60,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,120,120,y,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,120,140,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,120,160,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,120,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,120,200,y,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,120,220,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,120,260,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,140,20,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,240.8318915758459,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,140,40,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,140,60,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,140,100,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,140,120,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,140,140,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,140,160,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,140,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,140,220,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,140,240,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,140,260,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,160,40,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,220.90722034374522,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,160,60,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,160,80,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,160,100,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,160,120,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,160,140,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,160,160,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,160,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,160,200,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,160,240,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,180,20,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,220.90722034374522,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,180,40,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,180,60,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,180,80,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,180,120,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,180,140,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,180,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,180,200,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,180,240,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,180,260,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,Chris,2012-03-07,3,180,280,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2446,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,120,240,NA,NA,y,n,NA,Sorex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; DEAD,NA,NA,NA,NA,NA,NA,NA,1,72.11102550927978,2018-11-17,-2445,0,NA,NA,n,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,180,220,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,63.245553203367585,2018-11-17,-2445,0,NA,NA,n,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,100,40,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,196.9771560359221,2018-11-17,-2445,1,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,100,60,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,100,100,y,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,100,120,y,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,100,140,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,100,160,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,100,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,100,200,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,100,220,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,100,240,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,100,260,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,120,40,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,220.90722034374522,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,120,60,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,120,120,y,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,120,140,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,120,160,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,120,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,120,200,y,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,120,220,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,120,260,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,140,20,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,240.8318915758459,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,140,40,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,140,60,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,140,100,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,140,120,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,140,140,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,140,160,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,140,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,140,220,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,140,240,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,140,260,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,160,40,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,220.90722034374522,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,160,60,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,160,80,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,160,100,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
