quarter,year,ID,collectors,date,day_no,x,y,trap_malfunction,trap_malfunction_reason,animal,recap,tag_id_old,tag_id,genus,species,total_weight,bag_weight,animal_weight,life_stage,reproduction,sex,body_length,tail_length,tuft_length,foot_length,ear_length,ticks_total,ticks_yn,ticks_adult,ticks_larvae,hair,fecal,torn_ear,escaped,tissue,comments
winter,2011,2011-A,NA,2/3/11,1,180,100,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA SHEET
winter,2011,2011-A,NA,2/3/11,1,180,120,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA SHEET
winter,2011,2011-A,NA,2/3/11,1,180,140,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA SHEET
winter,2011,2011-A,NA,2/3/11,1,180,180,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA SHEET
winter,2011,2011-A,NA,2/3/11,1,180,200,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA SHEET
winter,2011,2011-A,NA,2/3/11,1,180,240,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA SHEET
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,160,280,NA,NA,Y,Y,NA,NA,Peromyscus,truei,37,10,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; TWO EAR TAGS 60 & 872
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,120,80,NA,NA,Y,NA,NA,NA,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; JUMPED OUT OF TRAP
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,20,20,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; WEATHER CONDITIONS: CLEAR COLD (FROST ON CAR)
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,20,40,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,20,60,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,20,100,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,20,120,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,20,140,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,20,160,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,20,180,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,20,200,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,20,260,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,20,280,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,40,20,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; WEATHER CONDITIONS: CLEAR & COLD
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,40,40,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,40,60,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,40,80,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,40,100,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,40,120,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,40,140,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,40,160,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,40,180,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,40,200,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,40,220,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,40,240,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,40,260,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,40,280,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; DOOR WOULDN'T CLOSE; FECES INSIDE
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,60,20,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; WEATHER CONDITIONS: CLEAR & COLD
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,60,40,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,60,60,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,60,80,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,60,100,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,60,120,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,60,140,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,60,160,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,60,180,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,60,200,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,60,220,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,60,240,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2/4/11,1,60,260,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,Kathyln Franco,2/4/11,1,80,220,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,Kathyln Franco,2/4/11,1,80,240,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,Kathyln Franco,2/4/11,1,80,280,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,Kathyln Franco,2/4/11,1,100,20,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,Kathyln Franco,2/4/11,1,100,40,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,Kathyln Franco,2/4/11,1,100,60,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,Kathyln Franco,2/4/11,1,100,80,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,Kathyln Franco,2/4/11,1,100,100,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,Kathyln Franco,2/4/11,1,100,120,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,Kathyln Franco,2/4/11,1,100,140,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,Kathyln Franco,2/4/11,1,100,160,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,Kathyln Franco,2/4/11,1,100,180,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,Kathyln Franco,2/4/11,1,100,200,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,Kathyln Franco,2/4/11,1,100,220,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y; GENERAL COMMENTS: SUNNY, BIT COLD"
winter,2011,2011-A,Kathyln Franco,2/4/11,1,100,240,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,Kathyln Franco,2/4/11,1,100,260,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,120,40,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,120,60,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,120,120,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,120,140,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,120,160,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,120,180,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,120,200,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,120,220,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,120,240,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,140,20,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,140,40,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,140,60,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,140,80,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,140,120,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,140,160,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,140,180,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,140,200,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,140,220,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,140,260,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,140,280,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,160,20,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,160,60,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,160,80,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,160,120,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,160,140,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,160,160,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,160,180,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,160,220,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,160,240,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,180,40,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,180,60,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,180,80,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,180,100,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,180,120,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,180,140,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,180,160,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,180,180,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,180,200,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,180,220,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,180,240,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,180,280,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,5/4/11,3,40,140,NA,NA,Y,Y,NA,NA,Peromyscus,californicus,56,8,48,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,Y; BITER
spring,2011,2011-B,Yiwe & Nick T.,5/4/11,3,20,220,NA,NA,Y,N,NA,NA,Peromyscus,truei,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,5/4/11,3,60,280,NA,NA,Y,NA,NA,NA,Sorex,trowbridgii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,5/4/11,3,20,40,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
