tag_id_new,species,mark
0408,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 000 
0411,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 100 001 100 010 001 100 000 000 101 000 000 000 
0412,maniculatus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 000 000 000 000 000 000 
0412,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 100 000 000 000 000 000 000 000 000 000 000 
0413,truei,000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0416,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 000 000 000 000 000 000 
0416,maniculatus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 000 000 000 000 000 000 
0418,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 000 000 000 000 000 000 
0419,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 000 
0420,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 
0424,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0425,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 
0426,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0427,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 110 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0428,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 100 100 000 000 000 000 000 000 000 000 000 000 000 000 
0428,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 010 000 000 000 000 000 000 000 000 000 000 000 000 000 
0429,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 101 010 000 000 000 000 000 000 
0430,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0433,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0434,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 011 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0435,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 000 000 
0440,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 110 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0443,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 000 000 
0445,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0446,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0448,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0450,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 001 100 100 100 000 000 000 000 000 000 000 000 000 000 000 000 
0452,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 000 000 
0457,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 110 100 100 000 000 000 000 000 000 000 000 000 000 000 000 
0460,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 100 000 000 000 000 000 000 000 000 000 000 000 000 000 
0461,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0465,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 101 010 000 100 000 000 000 000 
0466,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 
0466,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 001 100 000 000 000 000 000 000 000 000 000 
0470,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 100 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0471,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 111 000 000 000 000 000 000 000 000 000 
0472,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0473,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 111 100 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0474,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0475,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0477,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 001 100 100 110 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0478,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0479,californicus,000 000 000 000 000 000 000 000 000 001 011 000 000 000 010 001 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0479,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0481,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 110 011 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0482,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 011 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0483,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 101 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0484,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0485,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 110 101 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0486,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 011 010 100 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0487,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 001 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0488,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 010 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0489,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 101 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0490,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 101 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0492,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 100 
0493,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 111 111 001 100 000 100 100 000 000 000 000 000 000 000 000 000 000 000 
0494,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0495,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 
0495,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 
0496,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0498,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 110 010 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0498,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0499,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0499,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0500,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0502,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 001 000 000 000 
0505,californicus,000 000 000 000 000 000 000 000 000 000 000 000 010 100 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0511,truei,000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0512,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 
0513,californicus,000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0514,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 000 101 000 000 000 000 000 000 000 000 000 
0514,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 000 
0515,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 011 000 000 000 000 000 000 000 000 000 000 000 000 000 
0517,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 110 000 000 000 000 000 000 000 000 000 
0517,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 011 001 000 000 000 000 000 000 000 000 000 
0518,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 000 000 000 000 000 
0519,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 000 000 000 000 000 
0520,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 011 001 101 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0521,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 011 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0522,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 000 000 
0523,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 000 000 000 000 000 000 
0524,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0526,truei,000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0527,truei,000 000 000 000 000 000 000 000 000 000 000 000 011 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0529,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 010 000 000 000 000 000 000 
0529,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 
0532,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 000 000 
0532,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 100 111 100 000 000 000 000 000 000 000 000 000 
0537,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 011 000 001 000 000 000 000 000 000 000 
0540,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 000 
0541,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 000 000 000 000 000 
0542,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 000 000 
0543,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 000 000 
0544,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0546,californicus,000 000 000 000 000 000 000 000 000 000 000 000 001 000 101 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0546,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 000 000 000 000 000 000 
0548,californicus,000 000 000 000 000 000 000 000 000 000 000 000 001 110 100 101 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0549,californicus,000 000 000 000 000 000 000 000 000 000 000 000 001 000 100 001 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0550,truei,000 000 000 000 000 000 000 000 000 000 000 010 111 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0551,californicus,000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0551,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 111 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0552,californicus,000 000 000 000 000 000 000 000 000 000 000 001 010 110 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0553,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 000 
0554,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 000 000 000 000 000 
0555,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 000 
0556,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 
0557,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 
0558,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 011 000 000 000 000 000 000 000 000 000 000 
0559,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 100 100 010 100 100 100 100 001 010 000 000 000 
0561,truei,000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 000 
0562,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 
0563,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 101 000 000 000 000 000 000 000 000 000 
0564,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 000 000 000 000 000 000 
0565,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 100 100 000 011 111 110 000 000 000 000 000 000 
0566,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 010 000 000 000 000 000 000 000 000 000 000 
0567,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 100 000 000 000 000 000 000 000 000 000 000 000 000 
0568,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 000 000 
0569,truei,000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0570,truei,000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0572,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0573,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0575,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 
0576,truei,000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0577,californicus,000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 001 000 000 001 000 000 000 000 000 000 000 000 000 000 
0578,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 011 010 110 000 000 000 000 000 000 
0579,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 101 010 100 000 000 000 000 000 000 000 000 000 
0581,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 000 
0582,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 000 
0583,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 000 
0585,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 100 000 010 100 101 101 100 000 001 000 000 000 
0586,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 000 000 000 000 000 
0587,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 000 000 000 000 000 000 
0589,californicus,000 000 000 000 000 000 000 000 000 000 000 000 110 110 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0589,truei,000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0590,truei,000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0591,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 101 010 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0592,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 100 101 001 010 001 100 100 101 000 000 000 000 
0593,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 000 000 000 
0595,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 000 000 000 000 000 000 
0596,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 000 000 000 000 000 000 
0597,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 110 000 000 000 000 
0598,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 011 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0599,truei,000 000 000 000 000 000 000 000 000 000 000 000 101 100 111 110 111 111 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0600,truei,000 000 000 000 000 000 000 000 000 000 000 101 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0601,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 000 000 
0604,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 011 000 110 000 000 000 000 000 000 
0609,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 011 011 000 000 000 000 000 000 
0614,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 001 010 000 000 000 000 000 000 
0615,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 
0624,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 
0626,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 
0627,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 
0628,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 
0629,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 
0630,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 100 010 000 000 000 000 000 
0631,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 
0632,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 001 010 000 000 000 000 000 000 
0637,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0638,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0645,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 100 010 000 000 000 000 000 000 
0647,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 110 011 100 110 000 000 000 000 000 000 
0648,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 000 000 
0651,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 
0656,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 000 000 
0656,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 000 000 000 000 000 000 
0663,californicus,000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0667,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 
0669,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 
0669,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 
0670,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 010 010 000 000 000 000 000 
0672,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 011 000 000 000 000 000 000 000 000 000 
0677,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 
0680,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 100 000 000 000 000 000 
0681,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 011 111 101 000 000 000 000 000 000 
0683,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 000 100 000 000 000 000 000 000 
0683,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 011 000 000 000 000 000 000 000 
0684,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 
0685,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 000 000 000 000 000 000 000 
0695,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 
0699,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 011 000 110 000 000 000 000 000 000 
0701,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 
0702,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 111 000 000 000 000 000 000 000 
0703,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 110 000 000 000 000 000 000 000 
0704,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 110 001 100 000 000 000 000 000 
0705,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 110 010 000 000 000 000 000 000 
0706,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 001 000 010 000 000 000 000 
0707,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 101 100 000 000 000 000 000 000 
0708,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 100 000 000 000 000 000 000 000 
0709,truei,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 
0720,californicus,000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 000 000 000 000 000 000 000 
