quarter,year,ID,Collectors,Date,Day_no,x,y,Animal (Y/N),Recap (Y/N),Bait_stolen (Y/N),Tripped_trap (Y/N),Tag #,Genus,Species,Total_weight (g),Bag_weight (g),Animal_weight (g),Life_stage:,Reproductive:,Sex:,body,Tail: (mm),Tuft: (mm),Foot_length (mm),Ear_length (mm),Ticks_total,ticks_yn,ticks_adult,ticks_nymph,ticks_larvae,Hair,fecal,torn_ear,escaped,tissue,Comments,MARK,Deanna comments,,
winter,2015,2015-A,Justine,15-Feb-15,2,40,120,Y,Y,,,958,PE,CA,42,,,,,F,,142,,25,23,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,20,20,Y,Y,,,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,20,40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,20,60,Y,Y,,,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,20,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,20,100,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,20,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,20,140,Y,Y,,,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,20,160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,TRAP SET UPSIDE DOWN,,
winter,2015,2015-A,Justine,15-Feb-15,2,20,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,20,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,20,220,Y,Y,,,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,20,240,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,20,260,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,20,280,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,40,20,Y,Y,,,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,40,60,Y,Y,,,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,40,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,40,140,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,40,160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,40,180,Y,Y,,,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,40,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,40,220,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,40,240,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,40,260,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,40,280,Y,Y,,,983,NE,FU,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,60,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,60,40,Y,Y,,,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,60,60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,60,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,60,100,N,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,60,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,60,140,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,60,160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,60,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,60,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,60,220,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,60,240,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,15-Feb-15,2,60,280,Y,Y,,,959,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,80,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,80,40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,80,60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,80,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,80,100,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,80,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,80,140,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,80,160,Y,Y,,,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,80,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,80,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,80,220,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,80,240,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,80,260,Y,Y,,,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,80,280,N,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,100,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,100,40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,100,60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,100,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,100,100,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,100,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,100,140,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,100,160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,100,180,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,SHREW,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,100,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,100,240,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,100,260,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,100,280,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,120,60,N,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,120,100,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,120,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,120,140,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,120,160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,120,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,120,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,120,220,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,120,240,Y,Y,,,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,120,260,Y,Y,,,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,15-Feb-15,2,120,280,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,140,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,140,40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,140,60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,140,80,Y,Y,,,412,,,,,,,,,,,,,,1,Y,,,1,,,,,,,,,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,140,100,Y,Y,,,411,,,,,,,,,,,,,,,,,,,,,,,,Y,,TIP OF TAIL BROKEN OFF,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,140,140,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,140,160,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,140,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,MISSING TRAP,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,140,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,140,220,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,140,240,Y,Y,,,382,,,,,,,,,,,,,,,Y,,,1,,,,,,Y,,1 LARVAL TICK NOT COLLECTED,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,140,260,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,160,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,160,40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,160,60,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,CLOSED TRAP; TRIPPED?,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,160,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,"FRESH POOP, NO OATS",,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,160,120,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,BAIT EATEN? POOP INSIDE,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,160,140,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,160,160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,160,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,160,200,Y,,,,,SO,,,,,,,,,,,,,,,,,,,,,,,Y,,ALIVE,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,160,220,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,160,240,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,FLUFF PULLED OUT,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,160,260,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,160,280,Y,Y,,,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,180,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,180,40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,180,60,Y,Y,,,586,,,,,,,,,,,,,,,,,,,,,,,,Y,,NO OATS; FLUFF PULLED OUT,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,180,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,180,100,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,180,120,Y,Y,,,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,180,140,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,180,160,Y,Y,,,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,180,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,180,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,180,220,N,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Tina, Jordan, Savannah",15-Feb-15,2,180,240,Y,Y,,,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Savannah & Justine,16-Feb-15,3,80,240,Y,N,,,,PE,TR,10,,,,,F,,85,,14,9,,,,,,,,,,,Y,,TOO SMALL,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,40,140,Y,N,,,,PE,,11,,,,,F,,78,,15,12,1,Y,,,,,,,,,Y,,TOO SMALL TO TAG; PHOTO 8737,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,20,20,Y,Y,,,986,,,,,,,,M,,99,,20,16,,,,,,,,,,,,,,,
winter,2015,2015-A,Savannah & Justine,16-Feb-15,3,80,260,Y,N,,,829,PE,TR,17,,,,,M,,99,,22,17,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,20,60,Y,Y,,,998,PE,TR,21,,,,,,,95,,19,19,1,Y,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,20,160,Y,N,,,518,PE,TR,26,,,,,M,,104,,19,20,,,,,,,,,,,Y,,WHITE PATCH ON HEAD!,,
winter,2015,2015-A,Tina & Bilad,16-Feb-15,3,140,220,Y,Y,,,851,PE,TR,35,9,26,,,F,,115,,24,20,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,40,20,Y,N,,,988,PE,CA,41,,,,,F,,131,,21,20,,,,,,,,,,,,,,,
winter,2015,2015-A,Savannah & Justine,16-Feb-15,3,100,20,Y,N,,,890,PE,CA,43,,,,,M,,148,,24,20,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,20,140,Y,Y,,,825,PE,CA,38,,,,,M,,133,,21,21,,,,,,,,,,,,,,,
winter,2015,2015-A,"Tina Cheng, & Bilad Bahtti",16-Feb-15,3,180,60,Y,Y,,,,PE,CA,44,,,,,M,,135,,25,21,,,,,,,,Y,,,Y,,NOT RE-TAGGED B/C HE HAD 2 RIPPED EARS,,
winter,2015,2015-A,"Tina Cheng, & Bilad Bahtti",16-Feb-15,3,180,80,Y,Y,,Y,956,PE,CA,47,9,38,,,F,,137,,26,21,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina & Bilad,16-Feb-15,3,160,280,Y,N,,,519,PE,CA,46,9,37,,,F,,125,,24,22,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,60,260,Y,Y,,,136,PE,CA,49,,,,,M,,134,,24,22,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,20,40,Y,Y,,,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,20,80,Y,Y,,,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,20,100,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,20,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,20,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,20,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,20,220,Y,,,,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,20,240,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,20,260,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,20,280,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,40,40,Y,Y,,,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,40,60,Y,Y,,,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,40,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,40,100,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,40,120,Y,Y,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,40,160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,40,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,40,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,40,220,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,40,240,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,40,260,Y,Y,,,994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,40,280,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,60,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,60,40,Y,Y,,,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,60,60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,60,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,60,100,Y,Y,,,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,60,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,60,140,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,60,160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,60,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,60,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,60,220,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,60,240,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",16-Feb-15,3,60,280,Y,Y,,,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Savannah & Justine,16-Feb-15,3,80,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Savannah & Justine,16-Feb-15,3,80,40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Savannah & Justine,16-Feb-15,3,80,60,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Savannah & Justine,16-Feb-15,3,80,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Savannah & Justine,16-Feb-15,3,80,100,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Savannah & Justine,16-Feb-15,3,80,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Savannah & Justine,16-Feb-15,3,80,140,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Savannah & Justine,16-Feb-15,3,80,160,Y,Y,,,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Savannah & Justine,16-Feb-15,3,80,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Savannah & Justine,16-Feb-15,3,80,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Savannah & Justine,16-Feb-15,3,80,220,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Savannah & Justine,16-Feb-15,3,80,280,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,LARGE POOP INSIDE (WOOD RAT?),,
winter,2015,2015-A,Savannah & Justine,16-Feb-15,3,100,40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Savannah & Justine,16-Feb-15,3,100,60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Savannah & Justine,16-Feb-15,3,100,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Savannah & Justine,16-Feb-15,3,100,100,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Savannah & Justine,16-Feb-15,3,100,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
