quarter,year,ID,Collectors,Date,Day_no,x,y,Animal (Y/N),Recap (Y/N),Bait_stolen (Y/N),Tripped_trap (Y/N),Tag #,Genus,Species,Total_weight (g),Bag_weight (g),Animal_weight (g),Life_stage:,Reproductive:,Sex:,body,Tail: (mm),Tuft: (mm),Foot_length (mm),Ear_length (mm),Ticks_total,ticks_yn,ticks_adult,ticks_nymph,ticks_larvae,Hair,fecal,torn_ear,escaped,tissue,Comments,MARK,Deanna comments,,
fall,2010,2010-D,Grham Reelwan,5-Nov-10,2,40,20,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
fall,2010,2010-D,Grham Reelwan,5-Nov-10,2,40,40,Y,,,,79,PE,CA,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Grham Reelwan,5-Nov-10,2,40,60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Grham Reelwan,5-Nov-10,2,40,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Grham Reelwan,5-Nov-10,2,40,100,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Grham Reelwan,5-Nov-10,2,40,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Grham Reelwan,5-Nov-10,2,40,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Grham Reelwan,5-Nov-10,2,40,220,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Grham Reelwan,5-Nov-10,2,40,240,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Grham Reelwan,5-Nov-10,2,40,260,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,"Grham Reelwan, T. &, Nick Scmidt",5-Nov-10,2,60,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,"Grham Reelwan, T. &, Nick Scmidt",5-Nov-10,2,60,60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,"Grham Reelwan, T. &, Nick Scmidt",5-Nov-10,2,60,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,"Grham Reelwan, T. &, Nick Scmidt",5-Nov-10,2,60,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,"Grham Reelwan, T. &, Nick Scmidt",5-Nov-10,2,60,160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,"Grham Reelwan, T. &, Nick Scmidt",5-Nov-10,2,60,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,"Grham Reelwan, T. &, Nick Scmidt",5-Nov-10,2,60,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,"Grham Reelwan, T. &, Nick Scmidt",5-Nov-10,2,60,220,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,"Grham Reelwan, T. &, Nick Scmidt",5-Nov-10,2,60,240,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,"Grham Reelwan, T. &, Nick Scmidt",5-Nov-10,2,60,280,Y,Y,,,76,PE,TR,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,80,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,80,40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,80,60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,80,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,80,120,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,80,140,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,80,160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,80,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,80,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,80,240,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,80,260,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,80,280,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,100,40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,100,60,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,100,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,100,100,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,100,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,100,140,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,100,160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,100,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,100,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,100,220,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,100,260,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,100,280,Y,Y,,,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,120,20,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,120,40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,120,80,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,120,100,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,120,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,120,140,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,120,160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,120,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,120,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,120,220,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Y. Wang & B Lehman,5-Nov-10,2,120,240,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,140,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,140,40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,140,60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,140,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,140,100,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,140,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,140,140,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,140,160,Y,Y,,,33,,,,,,,,M,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,140,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,140,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,140,220,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,140,240,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,140,260,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,140,280,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,160,20,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,160,40,Y,N,,,,PE,TR,,,,,,,,,,,,,,,,,,,,Y,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,160,60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,160,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,160,140,Y,Y,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,160,160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,160,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,160,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,160,220,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,160,240,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,160,260,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,160,280,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,180,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,180,60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,180,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,180,100,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,180,120,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,180,140,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,180,180,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,180,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,180,220,Y,,,,,SO,TR,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,180,240,Y,Y,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,180,260,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Graham,5-Nov-10,2,180,280,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,120,80,Y,N,,,874,PE,TR,10,,,J,,F,,,,15,10,,,,,,,Y,,,,Y,,EAR TAG ISSUE,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,100,240,Y,Y,,,90,,,20,,,,,,,,,20,12,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,100,60,Y,N,,,100,PE,TR,20,,,,,M,,,,21,15,,,,,,Y,,,,,Y,,TAIL TORN,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,120,280,Y,Y,,,60,PE,TR,25,,,,,M,,,,24,15,,,,,,Y,,,,,Y,,TWO TAGS: 872 & 60 - TAG 60 ON RIGHT EAR,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,100,20,Y,Y,,,,PE,TR,35,,,,,M,,,,21,15,,,,,,,,,,,,,,,
fall,2010,2010-D,"Tracy, Vicky, Lauren",6-Nov-10,3,180,280,Y,N,,,71,PE,TR,28,9,19,,,F,,93,,31,17,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,40,160,Y,N,,,246,PE,TR,26,,,,,F,,92,,22,20,,,,,,Y,,,,,Y,,LOOKS UNIFORMALY DARK,,
fall,2010,2010-D,"Tracy, Vicky, Lauren",6-Nov-10,3,180,160,Y,N,,,61,PE,TR,55,9,46,,,F,,120,,25,20,,,,,,Y,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,140,20,Y,N,,,983,PE,TR,37,9,28,,,M,,101,,25,21,,,,,,Y,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,60,20,Y,N,,,43,PE,TR,29,9,20,,,M,,,,,,,,,,,Y,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,40,20,Y,N,,,299,PE,TR,30,,,,,M,,,,,,,,,,,Y,,,,,,,,,
fall,2010,2010-D,"Tracy, Vicky, Lauren",6-Nov-10,3,180,120,Y,Y,,,35,PE,TR,30,9,21,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,"Tracy, Vicky, Lauren",6-Nov-10,3,160,40,Y,Y,,,58,PE,TR,35,9,26,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,40,260,Y,Y,,,127,PE,TR,36,,,,,M,,,,,,,,,,,,,,,,Y,,TAIL SHORT,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,60,280,Y,Y,,,353,PE,TR,36,9,27,,,F,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,"Tracy, Vicky, Lauren",6-Nov-10,3,180,100,Y,Y,,,,PE,TR,40,9,31,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,"Tracy, Vicky, Lauren",6-Nov-10,3,180,20,Y,Y,,,253,PE,TR,49,9,40,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,"Tracy, Vicky, Lauren",6-Nov-10,3,180,80,Y,Y,,,,PE,TR,51,9,42,,,,,,,,,,,,,,,,,Y,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,140,140,Y,Y,,,297,,,53,9,44,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,"Tracy, Vicky, Lauren",6-Nov-10,3,160,260,Y,Y,,,394,PE,CA,67,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,40,180,Y,Y,,,389,NE,FU,210,,,,,F,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,20,20,Y,,,,,SO,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,20,40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,20,60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,20,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,20,100,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,20,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,20,140,Y,Y,,,72,PE,TR,,,,,,,,,,,,,,,,,,,,,,Y,,"LOOKS DIFFERENT, UNIFOMALY DARK",,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,20,160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,20,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,20,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,20,220,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,20,240,Y,Y,,,77,PE,TR,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,20,260,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,20,280,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,40,40,Y,Y,,,950,PE,TR,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,40,60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,40,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,40,100,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,40,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,40,140,Y,Y,,,98,PE,TR,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,40,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,40,220,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,40,240,Y,Y,,,89,PE,TR,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,40,280,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,60,40,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,60,60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,60,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,60,100,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,60,120,Y,N,,,,SO,TR,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,60,140,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,60,160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,60,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,60,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,60,220,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,60,240,Y,Y,,,76,PE,CA,,,,,,,,,,,,,,,,,,,,,,Y,,TAIL LOST,,
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,60,260,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,80,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,80,40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,80,60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,80,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,80,100,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,80,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,80,140,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,80,160,Y,Y,,,973,PE,TR,,,,,,F,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,80,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,80,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,80,220,Y,Y,,,92,,,,,,,,M,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,80,240,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,80,260,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,80,280,Y,Y,,,78,PE,CA,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,100,40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,100,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,100,100,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,100,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,100,140,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,100,160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,100,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,100,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,100,220,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,100,260,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,100,280,Y,Y,,,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,120,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,120,40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,120,60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,120,100,Y,Y,,,22,PE,CA,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,120,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,120,140,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,120,160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,120,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,120,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,120,220,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,120,240,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,120,260,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,140,40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,140,60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,140,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2010,2010-D,Eli & Brendon,6-Nov-10,3,140,100,Y,Y,,,57,PE,TR,,,,,,,,,,,,,,,,,,,,,,,,,,
