quarter,year,ID,Collectors,Date,x,Y,Animal,Tag,Genus,Species,life_stage,recap,torn_ear,escaped,weight,Sex,reproduction,Hair,tissue,tail,foot,ear,bait_stolen,trap_malfunction,ticks,Comments,,,,,,
fall,2014,2014-D,Catherine & Christian,11/16/14,160,240,Y,,Peromyscus,californicus,adult,N,Y,,49,M,,,,135,25,,,,,"both ears ripped, no tag",,,,,,
fall,2014,2014-D,Catherine & Christian,11/16/14,160,260,N,,,,,,,,,,,,,,,,Y,,,bait stolen,,,,,,
fall,2014,2014-D,Catherine & Christian,11/16/14,160,280,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2014,2014-D,Catherine & Christian,11/16/14,180,20,Y,552,,,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2014,2014-D,Catherine & Christian,11/16/14,180,40,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2014,2014-D,Catherine & Christian,11/16/14,180,60,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2014,2014-D,Catherine & Christian,11/16/14,180,80,Y,956,Peromyscus,californicus,adult,Y,,,,F,,,,,,,,,,,,,,,,
fall,2014,2014-D,Catherine & Christian,11/16/14,180,100,Y,348,,,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2014,2014-D,Catherine & Christian,11/16/14,180,120,Y,428,Peromyscus,californicus,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2014,2014-D,Catherine & Christian,11/16/14,180,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2014,2014-D,Catherine & Christian,11/16/14,180,160,Y,543,Peromyscus,californicus,adult,Y,,,,F,,,,,,,,,,,,,,,,
fall,2014,2014-D,Catherine & Christian,11/16/14,180,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2014,2014-D,Catherine & Christian,11/16/14,180,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2014,2014-D,Catherine & Christian,11/16/14,180,220,Y,997,Peromyscus,californicus,adult,Y,,,39,F,,,,117,22,17,,,,,,,,,,
fall,2014,2014-D,Catherine & Christian,11/16/14,180,240,N,,,,,,,,,,,,,,,,Y,,,bait stolen,,,,,,
fall,2014,2014-D,Catherine & Christian,11/16/14,180,260,Y,,Sorex,,adult,,,,,,,,,,,,,,,shrew,,,,,,
fall,2014,2014-D,Catherine & Christian,11/16/14,180,280,Y,336,,,adult,Y,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,20,20,Y,514,Peromyscus,boylii,adult,N,,,40,M,,,,145,26,20,,,,pic: 8682,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,20,40,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,20,60,Y,978,Peromyscus,boylii,adult,Y,,,23,M,,,,115,22,19,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,20,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,20,100,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,20,120,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,20,140,Y,987,Peromyscus,boylii,adult,N,Y,,23,M,,,,100,23,20,,,,torn ear,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,20,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,20,180,Y,565,Peromyscus,boylii,adult,N,,,21,M,,,,109,23,20,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,20,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,20,220,Y,553,Peromyscus,boylii,adult,N,,,23,F,,,,94,22,21,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,20,240,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,20,260,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,20,280,Y,985,,,adult,N,,,24,M,,,,108,22,17,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,40,20,Y,986,Peromyscus,boylii,adult,N,,,28,M,,,,104,21,17,,,,photo 8702,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,40,40,Y,457,Peromyscus,californicus,adult,N,,,45,M,,,,144,24,21,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,40,60,Y,376,Peromyscus,boylii,adult,N,,,23,F,,,,104,22,18,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,40,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,40,100,Y,561,Peromyscus,boylii,adult,N,,,25,M,,,,105,21,19,,,,photo:8699,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,40,120,Y,825,Peromyscus,californicus,adult,Y,,,43,M,,,,138,26,23,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,40,140,Y,989,Peromyscus,boylii,adult,N,,,25,F,,,,98,23,17,,,,photo:8696,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,40,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,40,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,40,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,40,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,40,240,N,,,,,,,,,,,,,,,,Y,,,bait steal,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,40,260,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,40,280,Y,983,Neotoma,fuscipes,adult,N,,,203,F,,,,197,35,25,,,,Wood rat Photo 8690,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,60,20,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,60,40,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,60,60,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,60,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,60,100,Y,99,Peromyscus,boylii,adult,Y,,,32,F,,,,96,21,19,,,,Pic:8703,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,60,120,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,60,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,60,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,60,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,60,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,60,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,60,240,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,60,260,Y,959,Peromyscus,boylii,adult,Y,,,24,M,,,,105,21,18,,,,Pic: 8706,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,60,280,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Maycee and Savannah,2/14/15,80,20,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,80,40,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,80,60,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,80,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,80,100,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,80,120,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,80,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,80,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,80,180,Y,555,Peromyscus,boylii,adult,N,Y,,23,F,,,,95,25,19,,,,Ripped at top right ear,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,80,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,80,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,80,240,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,80,260,Y,532,Peromyscus,boylii,adult,N,,,25,F,,,,106,23,19,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,80,280,Y,540,Peromyscus,californicus,adult,N,,,35,F,,,,123,27,13.5,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,100,20,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,100,40,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,100,60,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,100,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,100,100,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,100,120,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,100,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,100,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,100,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,100,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,100,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,100,240,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,100,260,Y,398,Peromyscus,,adult,N,Y,,21,F,,,,90,22,21,,,,Ripped ear,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,100,280,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,120,20,Y,383,Peromyscus,boylii,adult,N,,,22,F,,,,92,22,12,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,120,40,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,120,60,Y,450,Peromyscus,californicus,adult,Y,,,46,F,,,,142,23,18,,,,sex uncertain,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,120,80,Y,412,Peromyscus,boylii,adult,Y,,,21,M,,,,100,19,12,,,,sex uncertain,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,120,100,Y,381,Peromyscus,californicus,juvenile,N,,,32,M,,,,121,26,21,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,120,120,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,120,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,120,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,120,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,120,200,Y,567,Peromyscus,boylii,adult,Y,,,24,M,,,,105,22,15,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,120,220,Y,,Sorex,,adult,,,,,,,,,,,,,,,Dead shrew,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,120,240,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,120,260,Y,382,Peromyscus,californicus,adult,N,,,35,F,,,,126,24,20,,,,,,,,,,
winter,2015,2015-A,Tina and Bilal ,2/14/15,120,280,N,,,,,,,,,,,,,,,,,Y,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,140,20,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,140,40,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,140,60,Y,579,Peromyscus,californicus,adult,N,,,41,M,,,,165,22,25,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,140,80,Y,411,Peromyscus,boylii,juvenile,N,,,21,F,,,,75,23,20,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,140,100,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,140,120,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,140,140,Y,592,Peromyscus,californicus,adult,N,,,38,M,,,,125,24,22,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,140,160,Y,466,Peromyscus,boylii,adult,N,,,21,F,,,,100,21,17,,,1,found a tick on it,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,140,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,140,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,140,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,140,240,Y,,,,adult,N,,Y,,,,,,,,,,,,escaped,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,140,260,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,140,280,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,160,20,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,160,40,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,160,60,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,160,80,N,,,,,,,,,,,,,,,,,Y,,tripped,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,160,100,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,160,120,Y,377,Peromyscus,californicus,adult,Y,,,44,M,,,,122,26,24,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,160,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,160,160,N,,,,,,,,,,,,,,,,,Y,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,160,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,160,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,160,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,160,240,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,160,260,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,160,280,Y,493,Peromyscus,boylii,adult,Y,,,26,M,,,,67,28,21,,,3,ticks 2&3,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,180,20,Y,967,Peromyscus,boylii,adult,Y,,,37,M,,,,115,25,21,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,180,40,Y,419,Peromyscus,boylii,adult,N,,,18,M,,,,87,23,15,,,1,tick (1 blade of grass) PE BO1 on nose,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,180,60,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,180,80,Y,586,Peromyscus,californicus,adult,N,,,24,M,,,,123,24,18,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,180,100,Y,,Peromyscus,californicus,adult,N,Y,,41,M,,,,134,24,20,,,,"both ears ripped, can't tag",,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,180,120,Y,582,Peromyscus,californicus,adult,N,Y,,41,F,,,,135,25,21,,,,tagged ripped off; retagged,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,180,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,180,160,Y,428,Peromyscus,californicus,adult,Y,,,40,M,,,,128,26,23,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,180,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,180,200,Y,,Sorex,trowbridgii,adult,,,,,,,,,,,,,,,"dead, ",,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,180,220,Y,581,Peromyscus,boylii,adult,N,,,19,M,,,,85,23,17,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,180,240,Y,,Peromyscus,boylii,adult,N,,,24,F,,,,113,24,19,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,180,260,Y,408,Peromyscus,californicus,adult,N,,,38,M,,,,130,27,20,,,,,,,,,,
winter,2015,2015-A,Kelsey and Justine,2/14/15,180,280,Y,,Peromyscus,boylii,adult,N,Y,,30,M,,,,110,21,20,,,,"both ears ripped, can't retag",,,,,,
winter,2015,2015-A,Justine,2/15/15,20,20,Y,986,,,adult,Y,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,20,40,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,20,60,Y,457,,,adult,Y,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,20,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,20,100,N,,,,,,,,,,,,,,,,,Y,,tripped,,,,,,
winter,2015,2015-A,Justine,2/15/15,20,120,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,20,140,Y,381,,,adult,Y,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,20,160,N,,,,,,,,,,,,,,,,,Y,,tray set upside down,,,,,,
winter,2015,2015-A,Justine,2/15/15,20,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,20,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,20,220,Y,553,,,adult,Y,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,20,240,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,20,260,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,20,280,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,40,20,Y,514,,,adult,Y,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,40,40,Y,585,Peromyscus,californicus,adult,N,Y,,40,F,,,,137,27,22,,,,ripped ear,,,,,,
winter,2015,2015-A,Justine,2/15/15,40,60,Y,376,,,adult,Y,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,40,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,40,100,Y,,Peromyscus,boylii,adult,N,,,20,F,,,,100,21,21,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,40,120,Y,958,Peromyscus,californicus,adult,Y,,,42,F,,,,142,25,23,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,40,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,40,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,40,180,Y,565,,,adult,Y,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,40,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,40,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,40,240,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,40,260,N,,,,,,,,,,,,,,,,Y,,,bait stolen,,,,,,
winter,2015,2015-A,Justine,2/15/15,40,280,Y,983,Neotoma,fuscipes,adult,Y,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,60,20,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,60,40,Y,978,Peromyscus,boylii,adult,Y,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,60,60,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,60,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,60,100,N,,,,,,,,,,,,,,,,Y,Y,,"tripped, bait stolen",,,,,,
winter,2015,2015-A,Justine,2/15/15,60,120,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,60,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,60,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,60,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,60,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,60,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,60,240,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,60,260,Y,994,Peromyscus,californicus,adult,Y,,,33,M,,,,115,25,22,,,,,,,,,,
winter,2015,2015-A,Justine,2/15/15,60,280,Y,959,,,adult,Y,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,80,20,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,80,40,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,80,60,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,80,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,80,100,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,80,120,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,80,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,80,160,Y,555,,,adult,Y,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,80,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,80,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,80,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,80,240,N,,,,,,,,,,,,,,,,Y,,,bait steal,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,80,260,Y,532,,,adult,Y,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,80,280,N,,,,,,,,,,,,,,,,Y,Y,,"bait steal, tripped",,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,100,20,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,100,40,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,100,60,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,100,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,100,100,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,100,120,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,100,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,100,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,100,180,Y,,Sorex,,adult,,,,,,,,,,,,,,,shrew,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,100,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,100,220,Y,,,,juvenile,N,,,7,M,,,,70,15,11,,,,too small to tag,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,100,240,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,100,260,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,100,280,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,120,20,Y,559,Peromyscus,californicus,adult,N,,,39,F,,,,142,26,20,,,,,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,120,40,Y,965,Peromyscus,boylii,adult,Y,,,22,F,,,,99,23,17,,,,,,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,120,60,N,,,,,,,,,,,,,,,,Y,Y,,"tripped, bait steal",,,,,,
winter,2015,2015-A,"Maycee, Kelsey",2/15/15,120,80,Y,554,Peromyscus,boylii,adult,N,,,20,M,,,,95,21,17,,,1,collected 1 tick,,,,,,
