quarter,year,ID,collectors,date,day_no,x,y,trap_malfunction,trap_malfunction_reason,animal,recap,tag_id,genus,species,species_together,total_weight,bag_weight,animal_weight,life_stage,reproduction,sex,body_length,tail_length,tuft_length,foot_length,ear_length,ticks_total,ticks_yn,ticks_adult,ticks_larvae,hair,fecal,torn_ear,escaped,tissue,comments
summer,2012,2012-C,"Rachel, Meredith, Soren",2012-09-08,3,80,100,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Rachel, Meredith, Soren",2012-09-08,3,80,120,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Rachel, Meredith, Soren",2012-09-08,3,80,180,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Rachel, Meredith, Soren",2012-09-08,3,80,200,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Rachel, Meredith, Soren",2012-09-08,3,80,240,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Rachel, Meredith, Soren",2012-09-08,3,80,280,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Rachel, Meredith, Soren",2012-09-08,3,100,20,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Rachel, Meredith, Soren",2012-09-08,3,100,60,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Rachel, Meredith, Soren",2012-09-08,3,100,80,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Rachel, Meredith, Soren",2012-09-08,3,100,100,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Rachel, Meredith, Soren",2012-09-08,3,100,120,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Rachel, Meredith, Soren",2012-09-08,3,100,180,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Rachel, Meredith, Soren",2012-09-08,3,100,200,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Rachel, Meredith, Soren",2012-09-08,3,100,220,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Rachel, Meredith, Soren",2012-09-08,3,100,240,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Rachel, Meredith, Soren",2012-09-08,3,100,260,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,120,40,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,120,80,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,120,120,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,120,140,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,120,160,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,120,180,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,120,200,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,120,220,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,120,240,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,120,260,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,140,20,NA,NA,Y,N,NA,Peromyscus,truei,Peromyscus truei,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,140,180,NA,NA,Y,N,NA,Sorex,NA,Sorex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; DEAD
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,140,40,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,140,60,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,140,80,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,140,120,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,140,140,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,140,200,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,140,220,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,140,240,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,140,260,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,140,280,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,160,20,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,160,60,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,160,100,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,160,120,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,160,140,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,160,160,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,160,180,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,160,200,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,160,220,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",2012-09-08,3,160,240,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Justine, Rachel, Lee, Merideth, Soren",2012-09-08,3,180,120,NA,NA,Y,N,NA,Peromyscus,californicus,Peromyscus californicus,42,NA,NA,NA,NA,F,NA,130,NA,27,22,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA
summer,2012,2012-C,"Justine, Rachel, Lee, Merideth, Soren",2012-09-08,3,180,20,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Justine, Rachel, Lee, Merideth, Soren",2012-09-08,3,180,80,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Justine, Rachel, Lee, Merideth, Soren",2012-09-08,3,180,100,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Justine, Rachel, Lee, Merideth, Soren",2012-09-08,3,180,140,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Justine, Rachel, Lee, Merideth, Soren",2012-09-08,3,180,180,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,20,140,NA,NA,Y,N,NA,Sorex,NA,Sorex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; DEAD
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,20,40,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,20,80,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,20,120,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,20,160,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,20,180,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,20,200,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,20,220,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,20,240,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,20,260,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,40,40,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,40,80,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,40,100,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,40,140,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,40,180,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,40,200,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,40,220,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,40,240,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,40,260,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,40,280,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,60,20,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,60,80,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,60,100,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,60,120,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; OPEN; CRIKET
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,60,140,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,60,160,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,60,180,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,60,200,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,60,220,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,60,240,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; OPEN; CRIKET
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,60,280,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,80,20,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,80,40,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,80,60,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,80,80,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,80,100,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,80,120,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,80,140,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,80,180,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,80,200,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,80,240,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,80,280,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,100,40,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,100,80,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,100,100,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,100,120,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,100,140,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,100,160,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,100,180,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; RING NEW TRAP
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,100,200,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,100,220,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,100,240,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,100,260,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,J. Scolaro & J. Smith,2012-11-10,1,120,40,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,J. Scolaro & J. Smith,2012-11-10,1,120,60,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
